Order,Family,Subfamily,Genus,Species,Type Species?,"Exemplar RefSeq
Accession Number","Exemplar GenBank
Accession Number",Exemplar Isolate,Genome Composition,Last Change,MSL of Last Changed,Proposal,Taxon History URL
Unassigned,Bromoviridae,,Ilarvirus,Elm mottle virus,0,RNA1: NC_003569; RNA2: NC_003568; RNA3: NC_003570,RNA1: U57047; RNA2: U34050; RNA3: U85399,Scott,ssRNA(+),"Merged,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141695
Unassigned,Bromoviridae,,Ilarvirus,Fragaria chiloensis latent virus,0,RNA1: NC_006566; RNA2: NC_006567; RNA3: NC_006568,RNA1: AY682102; RNA2: AY707771; RNA3: AY707772,CFRA 9087,ssRNA(+),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141696
Unassigned,Bromoviridae,,Ilarvirus,Humulus japonicus latent virus,0,RNA1: NC_006064; RNA2: NC_006065; RNA3: NC_006066,RNA1: AY500236; RNA2: AY500237; RNA3: AY500238,UK,ssRNA(+),"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141697
Unassigned,Bromoviridae,,Ilarvirus,Lilac leaf chlorosis virus,0,,RNA1: HE572565; RNA2: FN669168; RNA3: FN669169,Varga,ssRNA(+),"New,",26,2010.016aP.A.v1.Ilarvirus_1sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141698
Unassigned,Bromoviridae,,Ilarvirus,Lilac ring mottle virus,0,,RNA2: EU919669; RNA3: U17391,Netherlands,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141699
Unassigned,Bromoviridae,,Ilarvirus,Parietaria mottle virus,0,RNA1: NC_005848; RNA2: NC_005849; RNA3: NC_005854,RNA1: AY496068; RNA2: AY496069; RNA3: U35145,Ge,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141700
Unassigned,Bromoviridae,,Ilarvirus,Prune dwarf virus,0,RNA1: NC_008039; RNA2: NC_008037; RNA3: NC_008038,RNA1: U57648; RNA2: AF277662; RNA3: L28145,ch 137,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141701
Unassigned,Bromoviridae,,Ilarvirus,Prunus necrotic ringspot virus,0,,RNA1: JN416771; RNA2: JN416772; RNA3: JN416773,Chr3 ,ssRNA(+),"Merged,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141702
Unassigned,Bromoviridae,,Ilarvirus,Spinach latent virus,0,RNA1: NC_003808; RNA2: NC_003809; RNA3: NC_003810,RNA1: U93192; RNA2: U93193; RNA3: U93194,Scott,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141703
Unassigned,Bromoviridae,,Ilarvirus,Strawberry necrotic shock virus,0,RNA1: NC_008708; RNA2: NC_008707; RNA3: NC_008706,RNA1: DQ318818; RNA2: AY743591; RNA3: AY363228,Maryland,ssRNA(+),"New,",26,2010.005aP.A.v1.Ilarvirus-2sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141704
Unassigned,Bromoviridae,,Ilarvirus,Tobacco streak virus,1,RNA1: NC_003844; RNA2: NC_003842; RNA3: NC_003845,RNA1: U80934; RNA2: U75538; RNA3: X00435,WC,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141705
Unassigned,Bromoviridae,,Ilarvirus,Tulare apple mosaic virus,0,RNA1: NC_003833; RNA2: NC_003834; RNA3: NC_003835,RNA1: AF226160; RNA2: AF226161; RNA3: AF226162,Scott,ssRNA(+),"Moved,",13,Ratification_1993,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141706
Unassigned,Bromoviridae,,Oleavirus,Olive latent virus 2,1,RNA1: NC_003673; RNA2: NC_003674; RNA3: NC_003671,RNA1: X94346; RNA2: X94347; RNA3: X76993,Grieco,ssRNA(+),"New,Assigned as Type Species,",16,Ratification_1997,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141708
Unassigned,Bunyaviridae,,Hantavirus,Andes virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141712
Unassigned,Bunyaviridae,,Hantavirus,Bayou virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141713
Unassigned,Bunyaviridae,,Hantavirus,Black Creek Canal virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141714
Unassigned,Bunyaviridae,,Hantavirus,Cano Delgadito virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141715
Unassigned,Bunyaviridae,,Hantavirus,Dobrava-Belgrade virus,0,,,,ssRNA(+/-),"New,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141716
Unassigned,Bunyaviridae,,Hantavirus,El Moro Canyon virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141717
Unassigned,Bunyaviridae,,Hantavirus,Hantaan virus,1,,,,ssRNA(+/-),"New,Assigned as Type Species,",10,Ratification_1987,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141718
Unassigned,Bunyaviridae,,Hantavirus,Isla Vista virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141719
Unassigned,Bunyaviridae,,Hantavirus,Khabarovsk virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141720
Unassigned,Bunyaviridae,,Hantavirus,Laguna Negra virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141721
Unassigned,Bunyaviridae,,Hantavirus,Muleshoe virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141722
Unassigned,Bunyaviridae,,Hantavirus,New York virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141723
Unassigned,Bunyaviridae,,Hantavirus,Prospect Hill virus,0,,,,ssRNA(+/-),"New,",10,Ratification_1987,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141724
Unassigned,Bunyaviridae,,Hantavirus,Puumala virus,0,,,,ssRNA(+/-),"New,",10,Ratification_1987,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141725
Unassigned,Bunyaviridae,,Hantavirus,Rio Mamore virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141726
Unassigned,Bunyaviridae,,Hantavirus,Rio Segundo virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141727
Unassigned,Bunyaviridae,,Hantavirus,Saaremaa virus,0,,,,ssRNA(+/-),"New,",24,2005.119V.04.BunyaSAAV,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141728
Unassigned,Bunyaviridae,,Hantavirus,Sangassou virus,0,,,,ssRNA(+/-),"New,",27,2012.010aV.A.v1.Hantavirus-sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141729
Unassigned,Bunyaviridae,,Hantavirus,Seoul virus,0,,,,ssRNA(+/-),"New,",10,Ratification_1987,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141730
Unassigned,Bunyaviridae,,Hantavirus,Sin Nombre virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141731
Unassigned,Bunyaviridae,,Hantavirus,Thailand virus,0,,,,ssRNA(+/-),"New,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141732
Unassigned,Bunyaviridae,,Hantavirus,Thottapalayam virus,0,,,,ssRNA(+/-),"New,",12,ICTV 5th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141733
Unassigned,Bunyaviridae,,Hantavirus,Topografov virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141734
Unassigned,Bunyaviridae,,Hantavirus,Tula virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141735
Unassigned,Bunyaviridae,,Nairovirus,Crimean-Congo hemorrhagic fever virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141737
Unassigned,Bunyaviridae,,Nairovirus,Dera Ghazi Khan virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141738
Unassigned,Bunyaviridae,,Nairovirus,Dugbe virus,1,,,,ssRNA(+/-),"Merged,Assigned as Type Species,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141739
Unassigned,Bunyaviridae,,Nairovirus,Hughes virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141740
Unassigned,Bunyaviridae,,Nairovirus,Qalyub virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141741
Unassigned,Bunyaviridae,,Nairovirus,Sakhalin virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141742
Unassigned,Bunyaviridae,,Nairovirus,Thiafora virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141743
Unassigned,Bunyaviridae,,Orthobunyavirus,Acara virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141745
Unassigned,Bunyaviridae,,Orthobunyavirus,Akabane virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141746
Unassigned,Bunyaviridae,,Orthobunyavirus,Alajuela virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141747
Unassigned,Bunyaviridae,,Orthobunyavirus,Anopheles A virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141748
Unassigned,Bunyaviridae,,Orthobunyavirus,Anopheles B virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141749
Unassigned,Bunyaviridae,,Orthobunyavirus,Bakau virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141750
Unassigned,Bunyaviridae,,Orthobunyavirus,Batama virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141751
Unassigned,Bunyaviridae,,Orthobunyavirus,Benevides virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141752
Unassigned,Bunyaviridae,,Orthobunyavirus,Bertioga virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141753
Unassigned,Bunyaviridae,,Orthobunyavirus,Bimiti virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141754
Unassigned,Bunyaviridae,,Orthobunyavirus,Botambi virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141755
Unassigned,Bunyaviridae,,Orthobunyavirus,Bunyamwera virus,1,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141756
Unassigned,Bunyaviridae,,Orthobunyavirus,Bushbush virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141757
Unassigned,Bunyaviridae,,Orthobunyavirus,Bwamba virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141758
Unassigned,Bunyaviridae,,Orthobunyavirus,California encephalitis virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141759
Unassigned,Bunyaviridae,,Orthobunyavirus,Capim virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141760
Unassigned,Bunyaviridae,,Orthobunyavirus,Caraparu virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141761
Unassigned,Bunyaviridae,,Orthobunyavirus,Catu virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141762
Unassigned,Bunyaviridae,,Orthobunyavirus,Estero Real virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141763
Unassigned,Bunyaviridae,,Orthobunyavirus,Gamboa virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141764
Unassigned,Bunyaviridae,,Orthobunyavirus,Guajara virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141765
Unassigned,Bunyaviridae,,Orthobunyavirus,Guama virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141766
Unassigned,Bunyaviridae,,Orthobunyavirus,Guaroa virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141767
Unassigned,Bunyaviridae,,Orthobunyavirus,Kaeng Khoi virus,0,,,,ssRNA(+/-),"New,",23,ICTV 8th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141768
Unassigned,Bunyaviridae,,Orthobunyavirus,Kairi virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141769
Unassigned,Bunyaviridae,,Orthobunyavirus,Koongol virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141770
Unassigned,Bunyaviridae,,Orthobunyavirus,M'Poko virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141771
Unassigned,Bunyaviridae,,Orthobunyavirus,Madrid virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141772
Unassigned,Bunyaviridae,,Orthobunyavirus,Main Drain virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141773
Unassigned,Bunyaviridae,,Orthobunyavirus,Manzanilla virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141774
Unassigned,Bunyaviridae,,Orthobunyavirus,Marituba virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141775
Unassigned,Bunyaviridae,,Orthobunyavirus,Minatitlan virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141776
Unassigned,Bunyaviridae,,Orthobunyavirus,Nyando virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141777
Unassigned,Bunyaviridae,,Orthobunyavirus,Olifantsvlei virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141778
Unassigned,Bunyaviridae,,Orthobunyavirus,Oriboca virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141779
Unassigned,Bunyaviridae,,Orthobunyavirus,Oropouche virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141780
Unassigned,Bunyaviridae,,Orthobunyavirus,Patois virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141781
Unassigned,Bunyaviridae,,Orthobunyavirus,Sathuperi virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141782
Unassigned,Bunyaviridae,,Orthobunyavirus,Shamonda virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141783
Unassigned,Bunyaviridae,,Orthobunyavirus,Shuni virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141784
Unassigned,Bunyaviridae,,Orthobunyavirus,Simbu virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141785
Unassigned,Bunyaviridae,,Orthobunyavirus,Tacaiuma virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141786
Unassigned,Bunyaviridae,,Orthobunyavirus,Tete virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141787
Unassigned,Bunyaviridae,,Orthobunyavirus,Thimiri virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141788
Unassigned,Bunyaviridae,,Orthobunyavirus,Timboteua virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141789
Unassigned,Bunyaviridae,,Orthobunyavirus,Turlock virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141790
Unassigned,Bunyaviridae,,Orthobunyavirus,Wyeomyia virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141791
Unassigned,Bunyaviridae,,Orthobunyavirus,Zegla virus,0,,,,ssRNA(+/-),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141792
Unassigned,Bunyaviridae,,Phlebovirus,Bujaru virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141794
Unassigned,Bunyaviridae,,Phlebovirus,Candiru virus,0,,,,ssRNA(+/-),"Renamed,",25,ICTV 9th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141795
Unassigned,Bunyaviridae,,Phlebovirus,Chilibre virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141796
Unassigned,Bunyaviridae,,Phlebovirus,Frijoles virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141797
Unassigned,Bunyaviridae,,Phlebovirus,Punta Toro virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141798
Unassigned,Bunyaviridae,,Phlebovirus,Rift Valley fever virus,1,,,,ssRNA(+/-),"Assigned as Type Species,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141799
Unassigned,Bunyaviridae,,Phlebovirus,Salehabad virus,0,,,,ssRNA(+/-),"Renamed,",25,ICTV 9th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141800
Unassigned,Bunyaviridae,,Phlebovirus,Sandfly fever Naples virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141801
Unassigned,Bunyaviridae,,Phlebovirus,SFTS virus,0,,"L segment: (HM745930), M segment: (HM745931), S segment: (HM745932)",,ssRNA(+/-),"New,",29,2013.004aV.A.v2.Phlebovirus_sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141803
Unassigned,Bunyaviridae,,Phlebovirus,Uukuniemi virus,0,,,,ssRNA(+/-),"Merged,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141802
Unassigned,Bunyaviridae,,Tospovirus,Groundnut bud necrosis virus,0,L: NC_003614; M: NC_003620; S: NC_003619,L: AF025538; M: U42555; S: U27809,Satyanarayana,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141805
Unassigned,Bunyaviridae,,Tospovirus,Groundnut ringspot virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141806
Unassigned,Bunyaviridae,,Tospovirus,Groundnut yellow spot virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141807
Unassigned,Bunyaviridae,,Tospovirus,Impatiens necrotic spot virus,0,L: NC_003625; M: NC_003616; S: NC_003624,L: X93218; M: M74904; S: X66972,NL-07,ssRNA(+/-),"New,",14,ICTV 6th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141808
Unassigned,Bunyaviridae,,Tospovirus,Iris yellow spot virus,0,,L: FJ623474; M: AF214014; S: AF001387,USA,ssRNA(+/-),"New,",29,2014.004aV.A.v2.Tospovirus_sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141814
Unassigned,Bunyaviridae,,Tospovirus,Polygonum ringspot virus,0,,L: KJ541746; M: KJ541745; S: KJ541744,Plg13 ,ssRNA(+/-),"New,",28,2013.016aV.A.v2.Tospovirus-sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141809
Unassigned,Bunyaviridae,,Tospovirus,Tomato chlorotic spot virus,0,,L: HQ700667,Brazil,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141810
Unassigned,Bunyaviridae,,Tospovirus,Tomato spotted wilt virus,1,L: NC_002052; M: NC_002050; S: NC_002051,L: D10066; M: S48091; S: D00645,De Haan,ssRNA(+/-),"Moved,",11,Ratification_1990,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141811
Unassigned,Bunyaviridae,,Tospovirus,Watermelon bud necrosis virus,0,,L: GU735408; M: GU584185; S: GU584184,JT,ssRNA(+/-),"New,",29,2014.005aV.A.v2.Tospovirus_sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141815
Unassigned,Bunyaviridae,,Tospovirus,Watermelon silver mottle virus,0,L: NC_003832; M: NC_003841; S: NC_003843,L: AF133128; M: U75379; S: U78734,Taiwan,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141812
Unassigned,Bunyaviridae,,Tospovirus,Zucchini lethal chlorosis virus,0,,,,ssRNA(+/-),"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141813
Unassigned,Caliciviridae,,Lagovirus,European brown hare syndrome virus,0,,,,ssRNA(+),"Renamed,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141819
Unassigned,Caliciviridae,,Lagovirus,Rabbit hemorrhagic disease virus,1,,,,ssRNA(+),"Moved,Assigned as Type Species,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141820
Unassigned,Caliciviridae,,Nebovirus,Newbury-1 virus,1,,,,ssRNA(+),"New,Assigned as Type Species,",25,2008.123-126V.v2.Nebovirus,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141822
Unassigned,Caliciviridae,,Norovirus,Norwalk virus,1,,,,ssRNA(+),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141824
Unassigned,Caliciviridae,,Sapovirus,Sapporo virus,1,,,,ssRNA(+),"Moved,",20,Ratification_2002a,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141826
Unassigned,Caliciviridae,,Vesivirus,Feline calicivirus,0,,,,ssRNA(+),"Moved,",17,Ratification_1998,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141828
Unassigned,Caliciviridae,,Vesivirus,Vesicular exanthema of swine virus,1,,,,ssRNA(+),"Merged,Moved,Assigned as Type Species,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141829
Unassigned,Carmotetraviridae,,Alphacarmotetravirus,Providence virus,1,,,,ssRNA(+),"Moved,Assigned as Type Species,",26,2010.001a-qI.A.v4.Tetraviridae,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141833
Unassigned,Caulimoviridae,,Badnavirus,Aglaonema bacilliform virus,0,,,,dsDNA-RT,"New,",18,ICTV 7th Report,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141837
Unassigned,Caulimoviridae,,Badnavirus,Banana streak GF virus,0,NC_007002,AY805074,Australia,dsDNA-RT,"Renamed,",26,"2010.013a,bP.A.v1.Badnavirus_5sp_and_renames",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141838
Unassigned,Caulimoviridae,,Badnavirus,Banana streak IM virus,0,NC_015507,HQ593112,Kenya,dsDNA-RT,"New,",29,2014.012aP.A.v2.Badnavirus_7sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141862
Unassigned,Caulimoviridae,,Badnavirus,Banana streak MY virus,0,NC_006955,AY805074,Australia,dsDNA-RT,"Renamed,",26,"2010.013a,bP.A.v1.Badnavirus_5sp_and_renames",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141839
Unassigned,Caulimoviridae,,Badnavirus,Banana streak OL virus,0,NC_003381,AY805074,Australia,dsDNA-RT,"Renamed,",26,"2010.013a,bP.A.v1.Badnavirus_5sp_and_renames",http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141840
Unassigned,Caulimoviridae,,Badnavirus,Banana streak UA virus,0,NC_015502,HQ593107,Kenya,dsDNA-RT,"New,",29,2014.012aP.A.v2.Badnavirus_7sp,http://ictvonline.org/taxonomyHistory.asp?taxnode_id=20141863
